Product,Franchise Code,Date,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
Caffe Mocha,CA475,7/1/2019,70,10,-20,80,84,625,18,26,-47,109,50
Caffe Mocha,CH503,12/1/2019,70,90,60,160,83,613,107,27,101,202,39
Caffe Mocha,CH503,9/1/2019,30,50,50,80,38,772,56,10,50,100,22
Caffe Mocha,CH503,7/1/2019,20,30,0,50,33,193,41,12,-6,79,45
Caffe Mocha,CH503,3/1/2019,40,50,20,90,53,306,65,20,18,126,53
Caffe Mocha,CH503,1/1/2019,20,40,20,60,28,961,35,8,7,67,30
Caffe Mocha,GE530,12/1/2019,20,50,50,70,32,817,48,8,42,85,20
Caffe Mocha,GE530,1/1/2019,50,70,40,120,60,329,80,19,49,149,47
Caffe Mocha,CH541,11/1/2019,160,-20,-80,140,213,1214,-33,66,-178,192,87
Caffe Mocha,CH541,10/1/2019,70,10,-30,80,84,625,18,26,-46,109,49
Caffe Mocha,CH541,6/1/2019,70,90,60,160,83,613,107,27,101,202,39
Caffe Mocha,CH541,2/1/2019,50,70,50,120,75,956,90,23,68,176,44
Caffe Mocha,GE650,6/1/2019,80,140,110,220,104,596,150,33,140,271,56
Caffe Mocha,GE707,5/1/2019,80,120,100,200,95,809,137,26,147,247,38
Caffe Mocha,GE805,10/1/2019,50,70,50,120,70,957,84,21,62,164,42
Caffe Mocha,CA860,6/1/2019,210,350,280,560,228,1402,352,63,392,618,88
Caffe Mocha,GE916,11/1/2019,160,170,110,330,170,1073,170,47,147,362,71
Caffe Mocha,GE916,2/1/2019,20,40,0,60,30,165,38,11,-9,72,44
Caffe Mocha,GE951,9/1/2019,90,130,100,220,87,756,126,24,134,227,36
Caffe Mocha,GE951,8/1/2019,50,70,30,120,54,301,66,20,19,128,53
Caffe Mocha,CA959,10/1/2019,90,110,70,200,74,949,89,22,67,174,44
Caffe Mocha,CH971,8/1/2019,60,90,30,150,52,421,73,47,-4,133,76
Caffe Mocha,CH971,5/1/2019,130,20,-30,150,109,796,16,34,-61,133,57
Caffe Mocha,CH971,4/1/2019,10,30,20,40,18,816,27,5,15,48,17
Caffe Mocha,MA435,12/1/2019,40,60,40,100,43,231,64,13,43,114,35
Caffe Mocha,MA435,10/1/2019,60,80,50,140,57,323,77,18,47,143,45
Caffe Mocha,MA435,8/1/2019,60,90,50,150,72,189,108,23,80,192,54
Caffe Mocha,MA435,7/1/2019,70,110,80,180,89,94,125,27,110,228,51
Caffe Mocha,MA435,5/1/2019,40,70,50,110,48,766,70,13,67,126,25
Caffe Mocha,MA435,4/1/2019,50,70,20,120,58,325,71,22,22,137,56
Caffe Mocha,MA435,2/1/2019,220,230,150,450,239,1417,239,66,221,509,90
Caffe Mocha,MA435,1/1/2019,0,40,30,40,0,731,43,0,46,46,12
Caffe Mocha,MA801,11/1/2019,50,70,0,120,63,187,87,57,1,160,86
Caffe Mocha,MA801,9/1/2019,40,60,40,100,49,611,63,16,52,119,28
Caffe Mocha,MA801,6/1/2019,20,40,10,60,33,36,42,12,-4,80,45
Caffe Mocha,MA801,3/1/2019,70,110,90,180,87,756,126,24,135,227,35
Caffe Mocha,IN339,11/1/2019,90,140,110,230,81,441,117,22,125,211,33
Caffe Mocha,IN339,8/1/2019,10,30,30,40,21,449,32,5,22,56,17
Caffe Mocha,IN339,4/1/2019,120,-60,-190,60,125,1118,-62,113,-309,67,146
Caffe Mocha,IN413,7/1/2019,80,100,60,180,71,950,84,22,61,165,43
Caffe Mocha,IN413,5/1/2019,40,80,20,120,52,446,73,47,-6,133,77
Caffe Mocha,IN617,1/1/2019,40,60,40,100,48,611,62,15,50,117,28
Caffe Mocha,IN774,10/1/2019,50,70,40,120,57,323,77,18,47,143,45
Caffe Mocha,IN774,3/1/2019,120,160,30,280,125,700,173,113,40,318,146
Caffe Mocha,IN774,2/1/2019,60,80,10,140,63,506,87,57,0,160,87
Caffe Mocha,IN781,6/1/2019,10,30,20,40,16,772,25,4,13,44,16
Caffe Mocha,IN857,9/1/2019,10,30,20,40,18,816,27,5,15,48,17
Caffe Mocha,IN978,12/1/2019,50,90,70,140,62,346,105,19,93,178,42
Caffe Mocha,RU262,12/1/2019,50,90,70,140,49,809,72,13,70,129,25
Caffe Mocha,RU262,10/1/2019,280,380,260,660,243,1260,324,80,313,604,113
Caffe Mocha,RU262,2/1/2019,50,60,20,110,54,301,66,20,18,128,54
Caffe Mocha,RU262,1/1/2019,40,60,10,100,44,251,63,40,-10,114,70
Caffe Mocha,RU414,3/1/2019,90,130,30,220,95,532,132,86,25,242,115
Caffe Mocha,RU608,5/1/2019,30,60,10,90,44,251,63,40,-10,114,70
Caffe Mocha,RU608,4/1/2019,180,200,130,380,162,1059,163,45,140,346,69
Caffe Mocha,RU715,11/1/2019,50,80,50,130,57,323,77,18,46,143,46
Caffe Mocha,RU715,8/1/2019,130,150,100,280,162,1059,163,45,140,346,69
Caffe Mocha,RU715,7/1/2019,50,60,20,110,54,301,66,20,19,128,53
Caffe Mocha,RU715,6/1/2019,50,90,70,140,62,346,105,19,93,178,42
Caffe Mocha,RU920,9/1/2019,30,60,40,90,43,231,64,13,42,114,36
Caffe Mocha,AU212,8/1/2019,30,50,50,80,37,768,55,10,49,98,22
Caffe Mocha,AU212,4/1/2019,80,120,100,200,95,799,139,26,150,249,38
Caffe Mocha,AU347,7/1/2019,200,290,210,490,243,1260,324,80,315,604,112
Caffe Mocha,AU516,1/1/2019,100,160,50,260,125,700,173,113,40,318,146
Caffe Mocha,AU518,9/1/2019,40,60,40,100,48,611,62,15,50,117,28
Caffe Mocha,AU585,2/1/2019,30,60,10,90,44,251,63,40,-9,114,69
Caffe Mocha,AU646,5/1/2019,70,110,90,180,87,756,126,24,135,227,35
Caffe Mocha,AU845,12/1/2019,100,170,120,270,123,932,186,40,171,329,71
Caffe Mocha,AU845,6/1/2019,30,50,30,80,49,611,63,16,52,119,28
Caffe Mocha,AU845,3/1/2019,10,30,20,40,18,816,27,5,15,48,17
Caffe Mocha,AU914,11/1/2019,10,30,30,40,21,449,32,5,22,56,17
Caffe Mocha,AU914,10/1/2019,260,320,240,580,214,923,253,66,246,498,87
Caffe Mocha,SI405,4/1/2019,80,120,90,200,84,603,109,27,102,206,40
Caffe Mocha,SI580,12/1/2019,50,70,50,120,43,613,55,14,43,104,26
Caffe Mocha,SI580,11/1/2019,250,390,270,640,270,2041,405,94,384,719,146
Caffe Mocha,SI580,10/1/2019,100,130,30,230,95,532,132,86,25,242,115
Caffe Mocha,SI580,9/1/2019,60,400,360,460,72,-54,420,23,543,524,54
Caffe Mocha,SI580,8/1/2019,60,90,60,150,53,299,71,17,39,132,45
Caffe Mocha,SI580,3/1/2019,70,110,60,180,62,385,87,20,36,159,63
Caffe Mocha,SI580,2/1/2019,110,180,130,290,123,932,186,40,169,329,72
Caffe Mocha,SI580,1/1/2019,340,500,370,840,270,2041,405,94,384,719,146
Caffe Mocha,SI918,7/1/2019,20,40,20,60,28,958,35,8,9,67,29
Caffe Mocha,SI918,6/1/2019,40,50,10,90,33,190,42,12,-6,80,46
Caffe Mocha,SI918,5/1/2019,40,60,50,100,33,768,49,9,43,87,20
Caffe Mocha,BR303,11/1/2019,90,100,40,190,85,476,104,32,58,201,65
Caffe Mocha,BR303,6/1/2019,160,220,140,380,154,829,213,50,177,391,94
Caffe Mocha,BR303,2/1/2019,70,110,80,180,61,325,89,19,71,160,41
Caffe Mocha,BR719,9/1/2019,40,70,40,110,47,361,72,15,39,127,46
Caffe Mocha,BR719,8/1/2019,80,110,70,190,84,632,126,27,99,224,59
Caffe Mocha,BR719,4/1/2019,50,90,50,140,47,361,72,15,39,127,46
Caffe Mocha,BR720,7/1/2019,50,70,40,120,49,351,72,15,52,129,37
Caffe Mocha,BR720,3/1/2019,40,70,20,110,58,325,71,22,24,137,55
Caffe Mocha,BR720,1/1/2019,100,150,120,250,95,799,139,26,151,249,37
Caffe Mocha,BR970,12/1/2019,40,70,40,110,52,376,77,16,56,137,39
Caffe Mocha,BR970,10/1/2019,30,50,40,80,32,813,47,8,42,84,19
Caffe Mocha,BR970,5/1/2019,20,50,10,70,44,251,63,40,-10,114,70
Caffe Mocha,SW210,8/1/2019,50,80,60,130,49,809,72,13,70,129,25
Caffe Mocha,SW254,12/1/2019,10,20,20,30,21,449,32,5,24,56,16
Caffe Mocha,SW409,3/1/2019,50,90,80,140,87,756,126,24,135,227,35
Caffe Mocha,SW409,2/1/2019,200,220,140,420,239,1417,239,66,220,509,91
Caffe Mocha,SW432,6/1/2019,160,220,150,380,243,1260,324,80,315,604,112
Caffe Mocha,SW512,1/1/2019,30,40,10,70,36,187,49,11,16,91,38
Caffe Mocha,SW713,9/1/2019,60,110,80,170,81,441,117,22,125,211,33
Caffe Mocha,SW817,10/1/2019,40,70,40,110,62,346,105,19,92,178,43
Caffe Mocha,SW830,5/1/2019,10,30,20,40,18,816,27,5,16,48,16
Caffe Mocha,SW832,4/1/2019,30,50,40,80,33,813,48,9,40,86,21
Caffe Mocha,SW915,11/1/2019,70,110,60,180,84,632,126,27,101,224,58
Caffe Mocha,SW979,7/1/2019,60,110,90,170,81,441,117,22,125,211,33
Chamomile,UN216,6/1/2019,80,130,80,210,72,541,108,23,80,192,54
Chamomile,UN234,4/1/2019,70,110,70,180,84,632,126,27,101,224,58
Chamomile,UN234,3/1/2019,50,80,60,130,49,611,63,16,50,119,29
Chamomile,UN419,2/1/2019,40,70,50,110,49,809,72,13,70,129,25
Chamomile,UN440,11/1/2019,150,160,100,310,162,1059,163,45,140,346,69
Chamomile,UN513,9/1/2019,230,310,210,540,243,1260,324,80,313,604,113
Chamomile,UN513,8/1/2019,50,70,40,120,53,299,71,17,39,132,45
Chamomile,UN513,7/1/2019,0,50,40,50,0,731,43,0,47,46,11
Chamomile,UN567,1/1/2019,10,20,10,30,16,772,25,4,15,44,15
Chamomile,UN614,12/1/2019,40,70,50,110,52,376,77,16,56,137,39
Chamomile,UN614,5/1/2019,50,80,60,130,48,766,70,13,67,126,25
Chamomile,UN937,10/1/2019,270,290,200,560,239,1417,239,66,220,509,91
Chamomile,FR505,12/1/2019,60,80,50,140,71,950,84,22,59,165,44
Chamomile,FR505,11/1/2019,70,110,70,180,80,415,108,26,80,200,54
Chamomile,FR505,10/1/2019,30,40,10,70,36,187,49,11,16,91,38
Chamomile,FR505,9/1/2019,60,90,40,150,58,325,71,22,22,137,56
Chamomile,FR505,8/1/2019,100,140,110,240,84,603,109,27,104,206,39
Chamomile,FR505,7/1/2019,100,140,110,240,95,799,139,26,150,249,38
Chamomile,FR505,6/1/2019,40,50,40,90,32,813,47,8,40,84,20
Chamomile,FR505,5/1/2019,80,110,70,190,80,415,108,26,82,200,53
Chamomile,FR505,4/1/2019,100,130,70,230,85,476,104,32,56,201,66
Chamomile,FR505,3/1/2019,60,90,60,150,49,351,72,15,50,129,38
Chamomile,FR505,2/1/2019,190,-40,-120,150,154,1288,-27,50,-180,135,94
Chamomile,FR505,1/1/2019,20,30,20,50,23,617,31,7,18,58,19
Chamomile,IN239,6/1/2019,30,40,20,70,28,958,35,8,9,67,29
Chamomile,IN321,4/1/2019,60,90,70,150,49,767,72,13,70,129,25
Chamomile,IN352,7/1/2019,70,100,60,170,74,949,89,22,67,174,44
Chamomile,IN352,3/1/2019,110,170,120,280,109,585,158,34,151,285,56
Chamomile,IN727,11/1/2019,110,170,70,280,95,532,132,86,24,242,116
Chamomile,IN727,9/1/2019,80,120,80,200,89,481,125,27,110,228,51
Chamomile,IN754,2/1/2019,110,20,-20,130,88,715,18,27,-49,113,51
Chamomile,IN786,8/1/2019,50,80,20,130,52,421,73,47,-6,133,77
Chamomile,IN786,5/1/2019,50,60,30,110,62,952,73,19,47,144,41
Chamomile,IN850,1/1/2019,90,140,110,230,87,756,126,24,135,227,35
Chamomile,IN904,12/1/2019,50,80,10,130,63,506,87,57,1,160,86
Chamomile,IN904,10/1/2019,20,30,10,50,36,187,49,11,15,91,39
Chamomile,JA206,11/1/2019,50,90,60,140,84,632,126,27,101,224,58
Chamomile,JA206,4/1/2019,50,80,70,130,81,441,117,22,125,211,33
Chamomile,JA206,2/1/2019,210,270,160,480,245,1369,301,93,260,582,126
Chamomile,JA253,12/1/2019,150,170,110,320,239,1417,239,66,220,509,91
Chamomile,JA253,8/1/2019,20,40,0,60,33,162,42,12,-4,80,45
Chamomile,JA253,6/1/2019,60,90,40,150,72,541,108,23,79,192,55
Chamomile,JA360,10/1/2019,30,50,30,80,52,376,77,16,56,137,39
Chamomile,JA360,3/1/2019,70,110,70,180,89,481,125,27,110,228,51
Chamomile,JA425,7/1/2019,30,50,30,80,43,613,55,14,43,104,26
Chamomile,JA509,9/1/2019,80,130,100,210,81,441,117,22,123,211,34
Chamomile,JA509,5/1/2019,20,30,20,50,21,449,32,5,22,56,17
Chamomile,JA509,1/1/2019,20,30,10,50,33,162,42,12,-6,80,46
Chamomile,NE312,9/1/2019,50,90,60,140,89,481,125,27,110,228,51
Chamomile,NE312,3/1/2019,40,80,50,120,72,541,108,23,80,192,54
Chamomile,NE618,12/1/2019,20,40,30,60,25,769,37,7,27,66,19
Chamomile,NE630,6/1/2019,160,-160,-240,0,245,2449,-245,93,-505,34,127
Chamomile,NE630,2/1/2019,20,40,0,60,33,190,42,12,-6,80,46
Chamomile,NE708,11/1/2019,40,60,10,100,63,506,87,57,0,160,87
Chamomile,NE708,10/1/2019,0,40,30,40,0,731,43,0,47,46,11
Chamomile,NE708,7/1/2019,50,80,60,130,49,767,72,13,70,129,25
Chamomile,NE773,5/1/2019,40,70,40,110,49,351,72,15,52,129,37
Chamomile,NE773,1/1/2019,40,70,20,110,52,421,73,47,-6,133,77
Chamomile,NE815,8/1/2019,90,130,30,220,95,532,132,86,25,242,115
Chamomile,NE847,4/1/2019,180,220,130,400,245,1471,268,93,209,547,127
Chamomile,GR314,12/1/2019,40,60,50,100,49,767,72,13,70,129,25
Chamomile,GR314,11/1/2019,40,60,30,100,58,325,71,22,24,137,55
Chamomile,GR314,9/1/2019,40,60,30,100,47,361,72,15,39,127,46
Chamomile,GR314,5/1/2019,60,80,40,140,85,476,104,32,58,201,65
Chamomile,GR417,4/1/2019,30,50,30,80,43,613,55,14,43,104,26
Chamomile,GR417,3/1/2019,180,230,170,410,214,923,253,66,245,498,88
Chamomile,GR573,10/1/2019,90,140,110,230,109,585,158,34,151,285,56
Chamomile,GR573,2/1/2019,130,190,120,320,154,829,213,50,177,391,94
Chamomile,GR573,1/1/2019,80,100,40,180,85,476,104,32,58,201,65
Chamomile,GR636,8/1/2019,70,20,-10,90,88,715,18,27,-47,113,50
Chamomile,GR636,7/1/2019,70,90,60,160,84,603,109,27,104,206,39
Chamomile,GR816,6/1/2019,20,50,50,70,33,768,49,9,43,87,20
Chamomile,UN318,10/1/2019,20,30,0,50,33,190,42,12,-4,80,45
Chamomile,UN318,3/1/2019,40,50,20,90,54,301,66,20,18,128,54
Chamomile,UN318,2/1/2019,20,40,20,60,28,958,35,8,7,67,30
Chamomile,UN318,1/1/2019,20,40,40,60,32,813,47,8,42,84,19
Chamomile,UN337,9/1/2019,40,70,40,110,57,323,77,18,46,143,46
Chamomile,UN337,7/1/2019,160,-20,-80,140,214,1480,-32,66,-177,194,87
Chamomile,UN337,6/1/2019,70,20,-20,90,88,715,18,27,-47,113,50
Chamomile,UN504,8/1/2019,70,90,60,160,84,603,109,27,102,206,40
Chamomile,UN504,4/1/2019,50,70,50,120,74,949,89,22,68,174,43
Chamomile,UN985,12/1/2019,90,140,110,230,109,585,158,34,151,285,56
Chamomile,UN985,11/1/2019,80,120,100,200,95,799,139,26,151,249,37
Chamomile,UN985,5/1/2019,50,70,50,120,71,950,84,22,59,165,44
Chamomile,SP702,12/1/2019,220,290,210,510,239,1260,284,66,288,557,90
Chamomile,SP702,11/1/2019,150,160,100,310,162,1059,163,45,140,346,69
Chamomile,SP702,10/1/2019,30,40,0,70,33,162,42,12,-6,80,46
Chamomile,SP702,9/1/2019,90,140,110,230,91,777,132,25,142,238,36
Chamomile,SP702,8/1/2019,60,70,20,130,57,313,70,21,24,135,54
Chamomile,SP702,7/1/2019,90,110,70,200,76,965,91,23,70,178,44
Chamomile,SP702,2/1/2019,150,-20,-70,130,123,964,-13,39,-113,117,63
Chamomile,SP775,6/1/2019,60,90,30,150,52,433,73,47,-4,133,76
Chamomile,SP775,5/1/2019,20,20,10,40,19,820,28,5,16,50,17
Chamomile,SP775,4/1/2019,40,70,40,110,49,241,72,15,49,129,39
Chamomile,SP775,3/1/2019,50,80,50,130,55,336,74,18,42,137,46
Chamomile,SP775,1/1/2019,50,90,50,140,68,9,102,22,71,181,54
Chamomile,ME319,10/1/2019,90,130,90,220,112,-120,155,34,145,285,57
Chamomile,ME319,9/1/2019,40,60,40,100,45,777,67,12,64,119,24
Chamomile,ME319,5/1/2019,50,60,20,110,54,337,67,20,19,129,54
Chamomile,ME515,12/1/2019,220,230,150,450,239,1464,239,66,220,509,91
Chamomile,ME515,8/1/2019,0,40,30,40,0,688,43,0,47,46,11
Chamomile,ME563,6/1/2019,50,70,0,120,63,37,87,57,1,160,86
Chamomile,ME563,4/1/2019,40,50,30,90,45,605,58,14,47,110,26
Chamomile,ME563,3/1/2019,20,30,0,50,29,-39,36,11,-13,69,45
Chamomile,ME563,2/1/2019,70,120,100,190,91,777,132,25,142,238,36
Chamomile,ME641,11/1/2019,90,140,110,230,81,460,117,22,125,211,33
Chamomile,ME641,7/1/2019,10,30,30,40,21,454,32,5,24,56,16
Chamomile,ME641,1/1/2019,120,-60,-190,60,125,1382,-59,113,-304,70,146
Chamomile,GE209,2/1/2019,80,90,50,170,69,965,82,21,58,161,43
Chamomile,GE408,3/1/2019,40,70,10,110,52,458,65,47,-18,125,77
Chamomile,GE415,4/1/2019,40,70,50,110,52,605,67,17,55,127,30
Chamomile,CH503,12/1/2019,50,70,40,120,55,336,74,18,42,137,46
Chamomile,CH503,9/1/2019,120,160,30,280,125,729,173,113,39,318,147
Chamomile,CH503,7/1/2019,60,80,10,140,63,521,87,57,0,160,87
Chamomile,CH503,5/1/2019,10,40,30,50,17,776,26,4,15,46,16
Chamomile,CH503,3/1/2019,10,30,20,40,19,820,28,5,16,50,17
Chamomile,CH503,2/1/2019,40,70,50,110,49,342,84,15,67,142,39
Chamomile,CH503,1/1/2019,50,80,60,130,47,821,68,13,64,123,25
Chamomile,CH541,11/1/2019,290,400,280,690,252,1316,335,83,326,626,115
Chamomile,CH541,6/1/2019,50,70,30,120,57,313,70,21,22,135,55
Chamomile,GE562,9/1/2019,40,60,10,100,44,261,63,40,-9,114,69
Chamomile,GE619,7/1/2019,90,130,30,220,95,554,132,86,25,242,115
Chamomile,GE619,5/1/2019,30,60,10,90,44,261,63,40,-9,114,69
Chamomile,GE650,1/1/2019,180,200,130,380,162,1091,163,45,138,346,70
Chamomile,GE760,11/1/2019,50,70,40,120,55,336,74,18,42,137,46
Chamomile,GE916,12/1/2019,130,150,100,280,162,1091,163,45,140,346,69
Chamomile,GE916,8/1/2019,50,70,30,120,57,313,70,21,22,135,55
Chamomile,GE925,10/1/2019,40,70,50,110,49,342,84,15,68,142,38
Chamomile,GE949,6/1/2019,40,60,30,100,49,241,72,15,50,129,38
Chamomile,CH971,10/1/2019,30,40,40,70,35,777,52,9,46,93,21
Chamomile,CH971,8/1/2019,80,130,110,210,100,822,145,28,157,261,39
Chamomile,CH971,4/1/2019,210,300,210,510,252,1316,335,83,326,626,115
Chamomile,MA435,12/1/2019,100,160,50,260,125,729,173,113,40,318,146
Chamomile,MA435,11/1/2019,40,70,50,110,52,605,67,17,56,127,29
Chamomile,MA435,8/1/2019,30,60,10,90,44,261,63,40,-9,114,69
Chamomile,MA435,7/1/2019,70,120,100,190,91,777,132,25,141,238,37
Chamomile,MA435,6/1/2019,90,160,110,250,116,962,176,38,157,311,70
Chamomile,MA435,5/1/2019,30,50,30,80,45,605,58,14,46,110,27
Chamomile,MA435,3/1/2019,10,30,20,40,19,820,28,5,18,50,16
Chamomile,MA435,2/1/2019,10,30,30,40,21,454,32,5,24,56,16
Chamomile,MA435,1/1/2019,260,310,230,570,209,969,247,64,239,486,86
Chamomile,MA801,10/1/2019,80,100,70,180,78,593,100,25,93,190,37
Chamomile,MA801,9/1/2019,50,80,60,130,46,608,60,15,49,113,27
Chamomile,MA801,4/1/2019,270,400,280,670,284,2108,428,99,410,759,152
Chamomile,RU262,11/1/2019,100,130,30,230,95,554,132,86,25,242,115
Chamomile,RU262,9/1/2019,60,430,400,490,68,-348,451,22,589,553,54
Chamomile,RU262,7/1/2019,60,80,50,140,51,311,68,16,37,127,43
Chamomile,RU414,8/1/2019,110,160,110,270,116,962,176,38,159,311,69
Chamomile,RU414,6/1/2019,60,80,30,140,49,399,70,16,12,127,62
Chamomile,RU414,4/1/2019,350,540,400,890,284,2108,428,99,410,759,152
Chamomile,RU608,5/1/2019,20,40,20,60,28,964,33,8,4,65,30
Chamomile,RU715,10/1/2019,40,50,10,90,35,197,44,13,-3,84,46
Chamomile,RU715,2/1/2019,40,60,50,100,35,776,51,9,45,92,21
Chamomile,RU715,1/1/2019,80,100,50,180,80,494,98,30,52,190,63
Chamomile,RU920,12/1/2019,200,270,170,470,191,865,265,63,232,486,109
Chamomile,RU920,3/1/2019,80,130,90,210,69,340,100,22,80,180,46
Chamomile,SI405,12/1/2019,40,70,40,110,50,372,75,16,40,133,48
Chamomile,SI405,5/1/2019,80,130,90,210,88,653,134,29,108,237,61
Chamomile,SI580,11/1/2019,60,90,50,150,50,372,75,16,40,133,48
Chamomile,SI580,10/1/2019,40,70,40,110,43,363,64,13,40,114,37
Chamomile,SI580,9/1/2019,40,60,20,100,54,337,67,20,19,129,54
Chamomile,SI580,7/1/2019,100,160,130,260,100,822,145,28,156,261,40
Chamomile,SI580,6/1/2019,30,70,40,100,46,388,68,14,46,121,37
Chamomile,SI580,2/1/2019,30,50,40,80,30,820,45,8,39,80,19
Chamomile,SI918,8/1/2019,20,50,10,70,44,261,63,40,-9,114,69
Chamomile,SI918,4/1/2019,40,80,60,120,47,821,68,13,64,123,25
Chamomile,SI918,3/1/2019,60,90,80,150,91,777,132,25,142,238,36
Chamomile,SI918,1/1/2019,10,20,20,30,21,454,32,5,22,56,17
Chamomile,BR303,9/1/2019,200,220,140,420,239,1464,239,66,220,509,91
Chamomile,BR719,8/1/2019,160,230,160,390,252,1316,335,83,325,626,116
Chamomile,BR719,7/1/2019,30,40,10,70,37,195,51,12,16,94,40
Chamomile,BR719,5/1/2019,60,110,80,170,81,460,117,22,123,211,34
Chamomile,BR720,10/1/2019,30,60,40,90,49,342,84,15,67,142,39
Chamomile,BR720,6/1/2019,20,30,20,50,19,820,28,5,18,50,16
Chamomile,BR720,4/1/2019,30,60,50,90,34,821,51,9,45,91,21
Chamomile,BR720,1/1/2019,70,120,70,190,88,653,134,29,108,237,61
Chamomile,BR970,12/1/2019,60,110,90,170,81,460,117,22,125,211,33
Chamomile,BR970,11/1/2019,70,130,80,200,68,559,102,22,71,181,54
Chamomile,BR970,3/1/2019,70,120,80,190,88,653,134,29,110,237,60
Chamomile,BR970,2/1/2019,50,70,50,120,45,605,58,14,47,110,26
Chamomile,SW214,7/1/2019,40,70,50,110,47,821,68,13,64,123,25
Chamomile,SW281,1/1/2019,150,160,100,310,162,1091,163,45,138,346,70
Chamomile,SW325,12/1/2019,40,70,40,110,51,311,68,16,36,127,44
Chamomile,SW325,10/1/2019,240,320,220,560,252,1316,335,83,326,626,115
Chamomile,SW512,4/1/2019,0,50,40,50,0,688,43,0,47,46,11
Chamomile,SW682,9/1/2019,10,30,20,40,17,776,26,4,15,46,16
Chamomile,SW817,8/1/2019,30,60,40,90,46,388,68,14,46,121,37
Chamomile,SW903,6/1/2019,50,80,60,130,45,777,67,12,65,119,23
Chamomile,SW915,5/1/2019,270,290,200,560,239,1464,239,66,221,509,90
Chamomile,SW915,2/1/2019,60,80,60,140,69,965,82,21,58,161,43
Chamomile,SW936,11/1/2019,70,120,80,190,83,433,112,27,86,208,54
Chamomile,SW940,3/1/2019,30,40,10,70,37,195,51,12,18,94,39
Colombian,UN234,11/1/2019,60,80,30,140,54,337,67,20,19,129,54
Colombian,UN234,7/1/2019,90,130,100,220,78,593,100,25,93,190,37
Colombian,UN234,6/1/2019,100,150,120,250,100,822,145,28,156,261,40
Colombian,UN234,5/1/2019,30,60,50,90,30,820,45,8,37,80,20
Colombian,UN330,12/1/2019,80,120,80,200,83,433,112,27,86,208,54
Colombian,UN330,8/1/2019,100,120,70,220,80,494,98,30,50,190,64
Colombian,UN330,4/1/2019,240,-50,-150,190,191,1564,-32,63,-209,169,109
Colombian,UN330,3/1/2019,50,80,50,130,43,363,64,13,42,114,36
Colombian,UN330,2/1/2019,20,30,20,50,21,614,28,6,13,52,19
Colombian,UN614,9/1/2019,30,40,20,70,28,964,33,8,6,65,29
Colombian,UN614,1/1/2019,60,90,70,150,49,779,72,13,71,129,24
Colombian,UN937,10/1/2019,80,90,50,170,76,965,91,23,70,178,44
Colombian,FR505,12/1/2019,130,180,130,310,123,611,178,39,172,321,62
Colombian,FR505,11/1/2019,110,170,70,280,95,554,132,86,25,242,115
Colombian,FR505,10/1/2019,100,150,100,250,112,502,155,34,145,285,57
Colombian,FR505,9/1/2019,110,50,10,160,93,840,40,28,-16,142,51
Colombian,FR505,8/1/2019,50,80,20,130,52,433,73,47,-4,133,76
Colombian,FR505,7/1/2019,50,70,40,120,63,965,75,19,50,147,41
Colombian,FR505,6/1/2019,90,150,120,240,91,777,132,25,141,238,37
Colombian,FR505,5/1/2019,50,80,10,130,63,521,87,57,1,160,86
Colombian,FR505,4/1/2019,20,30,10,50,37,195,51,12,16,94,40
Colombian,FR505,3/1/2019,50,80,70,130,81,460,117,22,123,211,34
Colombian,FR505,2/1/2019,50,100,70,150,88,653,134,29,108,237,61
Colombian,FR505,1/1/2019,220,280,160,500,260,1423,318,98,276,616,132
Colombian,IN305,7/1/2019,150,170,110,320,239,1464,239,66,221,509,90
Colombian,IN352,9/1/2019,20,30,-10,50,29,169,36,11,-13,69,45
Colombian,IN407,12/1/2019,50,90,40,140,68,559,102,22,73,181,53
Colombian,IN561,2/1/2019,30,40,20,70,46,388,68,14,45,121,38
Colombian,IN754,5/1/2019,90,140,90,230,112,502,155,34,144,285,58
Colombian,IN786,11/1/2019,30,60,40,90,46,608,60,15,47,113,28
Colombian,IN813,1/1/2019,80,130,100,210,81,460,117,22,123,211,34
Colombian,IN850,4/1/2019,20,30,20,50,21,454,32,5,24,56,16
Colombian,IN904,3/1/2019,10,30,10,40,29,169,36,11,-12,69,44
Colombian,IN941,6/1/2019,70,110,70,180,112,502,155,34,145,285,57
Colombian,IN954,10/1/2019,20,40,30,60,25,775,37,7,27,66,19
Colombian,IN954,8/1/2019,40,70,40,110,68,559,102,22,71,181,54
Colombian,IT603,12/1/2019,170,-170,-250,0,260,3049,-260,98,-542,28,131
Colombian,IT603,11/1/2019,30,30,-10,60,35,197,44,13,-3,84,46
Colombian,IT603,10/1/2019,40,60,10,100,63,521,87,57,0,160,87
Colombian,IT603,9/1/2019,0,40,30,40,0,688,43,0,47,46,11
Colombian,IT603,8/1/2019,50,80,60,130,49,779,72,13,70,129,25
Colombian,IT603,7/1/2019,40,60,30,100,43,363,64,13,40,114,37
Colombian,IT603,6/1/2019,40,70,20,110,52,433,73,47,-6,133,77
Colombian,IT603,5/1/2019,90,130,30,220,95,554,132,86,24,242,116
Colombian,IT603,4/1/2019,190,300,200,490,260,1558,378,98,367,680,131
Colombian,IT603,3/1/2019,40,60,50,100,49,779,72,13,70,129,25
